2026-01-28,21:54:05,ACTIVE,0
2026-01-28,21:54:16,DISTRACTED,0
2026-01-28,21:54:19,ACTIVE,36
2026-01-28,21:54:23,SLEEPY,28
2026-01-28,21:54:26,DROWSY,94
2026-01-28,21:54:26,ACTIVE,99
2026-01-28,21:54:26,SLEEPY,100
2026-01-28,21:54:31,DROWSY,100
2026-01-28,21:54:35,ACTIVE,99
2026-01-28,21:54:39,SLEEPY,81
